name1,name2,accurate,callees_json_bin_total,callees_json_matched,callees_json_non_matched,callees_json_src_total,calls,conditions,constants_json_bin_total,constants_json_matched,constants_json_non_matched,constants_json_src_total,externals,globals,heuristic,loops,recursive,switchs,switchs_json
vfslogTruncate,sqlite3AuthReadCol,0,2,0,5,3,1,5,4,0,4,0,4,0,0,0,1,0,1
DbTraceV2Handler,fts3ColumnFilter,0,3,0,3,0,3,12,0,0,0,0,0,0,0,1,1,1,0
Curl_protocol_doing,_curl_easy_getinfo_err_curl_tlssesssioninfo_1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
loop,_curl_easy_setopt_err_string_16,0,0,0,11,11,11,25,0,0,0,0,0,0,0,3,1,1,0
usage,walCleanupHash,0,3,0,5,2,1,4,0,0,7,7,7,0,0,1,1,0,1
add_haproxy_protocol_header,_curl_easy_setopt_err_ssl_ctx_cb_98,0,0,0,5,5,5,3,0,0,3,3,3,0,0,0,0,0,1
sqlite3PCachePercentDirty,sqlite3WhereEnd,0,4,0,5,1,3,72,1,0,1,0,3,0,0,2,1,0,1
async_mutex_enter,free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3_extended_errcode,sqlite3_randomness,0,3,0,5,2,1,10,1,0,1,0,18,0,0,3,1,0,1
vstatDlOpen,fts3EvalAllocateReaders,0,3,0,3,0,3,17,0,0,0,0,0,0,0,2,1,0,1
yy_parse_failed,generateOutputSubroutine,0,9,0,9,0,9,21,0,0,0,0,1,0,0,0,1,0,1
fstreeClose,sqlite3InsertBuiltinFuncs,0,1,0,4,3,2,9,1,0,1,0,3,0,0,1,1,0,1
ftpfilemethod,_curl_easy_setopt_err_FILE_113,0,0,0,2,2,2,3,0,0,4,4,4,0,0,0,0,0,1
Curl_ftp_parselist_geterror,_curl_easy_setopt_err_ioctl_cb_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Curl_all_content_encodings,_curl_easy_setopt_err_curl_mimepost_15,0,0,0,5,5,5,4,0,0,1,1,1,1,0,2,0,0,1
print_stack_union,pagerUndoCallback,0,4,0,13,9,5,16,0,0,12,12,12,1,0,8,1,0,1
sqlite3_blob_open,inflateInit2_,0,0,0,24,24,24,26,0,0,8,8,8,0,0,6,0,0,1
sqlite3_multiplex_shutdown,renameTriggerFunc,0,5,0,7,2,3,9,1,0,1,0,1,1,0,1,1,0,1
strlen_url,_curl_easy_setopt_err_progress_cb_47,0,0,0,2,2,2,4,0,0,0,0,0,0,0,1,0,1,0
encoder_base64_size,_curl_easy_setopt_err_error_buffer_110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Curl_init_CONNECT,_curl_easy_setopt_err_conv_cb_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts5SpecialMatch,ptrmapPutOvflPtr,0,2,0,5,3,1,1,0,0,3,3,0,0,0,2,1,0,1
incrPhraseTokenNext,pagerFlushOnCommit,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,1,0,1
imap_statemach_act,_curl_easy_setopt_err_error_buffer_13,0,0,0,16,16,16,5,0,0,0,0,0,0,0,1,0,1,0
Curl_disconnect,_curl_easy_getinfo_err_curl_slist_23,0,0,0,9,9,9,7,0,0,1,1,1,0,0,3,0,0,1
fts3TruncateNode,fts3ReadEndBlockField,0,1,0,9,8,7,1,0,0,0,0,0,0,0,2,1,0,1
sqlite3DefaultRowEst,readfileFunc,0,2,0,3,1,1,2,0,0,0,0,0,0,0,1,1,0,1
print_byte_range,sqlite3_progress_handler,0,0,0,3,3,3,2,0,0,10,10,5,1,0,3,1,0,1
testCopyLsmdb,checkConstraintExprNode,0,0,0,4,4,4,3,0,0,2,2,2,0,0,0,1,0,1
rtp_client_write,readwrite_upload,0,12,1,13,3,9,30,4,0,7,3,0,0,0,1,1,0,1
fts5StorageLoadTotals,sqlite3MallocZero,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1
getFts3Varint,apndSetSystemCall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
showHelp,whereRangeVectorLen,0,3,0,4,1,2,18,0,0,12,12,11,1,0,1,1,0,1
join_all_threads_x,.isatty,0,0,0,5,5,5,2,0,0,2,2,1,1,0,1,0,0,1
LoadNumber,luaL_addstring,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1
page_get,sqlite3DbStrDup,0,3,0,7,4,1,1,0,0,1,1,1,0,0,0,1,0,1
fts3auxNextMethod,.memset,0,0,0,5,5,5,11,0,0,0,0,1,1,0,2,0,1,0
fts3NextMethod,pager_write,0,9,0,13,4,5,15,0,0,0,0,3,1,0,0,1,0,1
Curl_output_digest,Curl_none_set_engine_default,0,0,0,5,5,5,10,0,0,4,4,4,0,0,1,0,0,1
sqlite3WalOpen,noopMutexEnd,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1
sqlite3VdbeSorterRowkey,sqlite3_busy_handler,0,0,0,3,3,3,1,0,0,0,0,5,0,0,0,1,0,1
sqlite3PragmaVtabRegister,btreeOverwriteContent,0,4,0,6,2,2,8,0,0,0,0,0,1,0,1,1,0,1
print_string_hex,DecodeAddrModeImm12Operand.isra.38,0,2,0,3,1,1,0,1,0,4,3,2,0,0,1,0,0,1
luaK_patchtohere,luaL_optinteger,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1
tool_go_sleep,Curl_cookie_clearall,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,1
sqllog_isspace,ptrmapPut,0,4,0,4,0,4,12,4,0,4,0,3,0,0,0,1,0,1
Curl_connect_ongoing,_curl_easy_getinfo_err_curl_certinfo_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3_trace,sqlite3ExprCodeCopy,0,3,0,5,2,1,4,0,0,0,0,0,0,0,0,1,0,1
vtshimBegin,sqlite3_system_errno,0,0,0,3,3,3,1,0,0,4,4,2,1,0,1,1,0,1
vtshimCreate,pragmaLocate,0,0,0,5,5,5,7,1,0,2,1,3,1,0,1,1,0,1
apndSync,output_quoted_string,0,2,0,3,1,1,8,2,0,2,0,4,1,0,2,1,0,1
curl_mime_subparts,setfiletime,0,5,0,6,1,4,3,1,0,1,0,3,0,0,0,1,0,1
cidxMalloc,sqlite3_clear_bindings,0,1,0,3,2,1,5,0,0,0,0,5,1,0,1,1,0,1
quotaDelete,computeHMS,0,1,0,8,7,6,3,5,0,5,0,1,1,0,0,1,0,1
dup_cookie,_curl_easy_setopt_err_CURLSH_42,0,0,0,3,3,3,17,0,0,0,0,0,0,0,8,0,0,1
imap_state_capability_resp,_curl_easy_setopt_err_seek_cb_115,0,0,0,5,5,5,17,0,0,5,5,5,0,0,3,0,0,1
fuzzerDequote,sqlite3StartTable,0,19,0,22,3,16,26,6,0,6,0,9,1,0,1,1,0,1
hash_init,computeLimitRegisters,0,6,0,6,0,6,20,3,0,3,0,4,1,0,3,1,0,1
binfoFilter,sqlite3ExprFunction,0,3,0,10,7,4,0,0,0,6,6,6,1,0,0,1,0,1
do_test_api1,.__stack_chk_fail,0,0,0,7,7,7,1,0,0,2,2,1,1,0,0,0,0,1
Sqlitetestasync_Init,dbpageBegin,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1
SHA1Update,sqlite3Utf8Read,0,0,0,2,2,2,4,1,0,1,0,1,0,0,0,1,0,1
getfiletime,MD4_Update,0,0,0,3,3,3,2,0,0,1,1,1,0,0,0,0,0,1
ftp_state_retr_prequote,_curl_easy_setopt_err_curl_httpost_4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
rtsp_done,_curl_easy_setopt_err_postfields_99,0,0,0,3,3,3,6,0,0,2,2,2,0,0,0,0,0,1
sqlite3_vfs_find,jsonEachBestIndex,0,0,0,5,5,5,5,0,0,0,0,2,1,0,0,1,0,1
sqlite3TriggerSelectStep,sqlite3_busy_timeout,0,0,0,3,3,3,4,0,0,0,0,5,0,0,0,1,0,1
pop3_multi_statemach,_curl_easy_getinfo_err_curl_certinfo_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
testEnvFullpath,sqlite3VdbeAppendP4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
spellfix1DbExec,sqlite3_result_error,0,1,0,6,5,4,2,0,0,0,0,0,0,0,0,0,0,1
Curl_cookie_getlist,_curl_easy_setopt_err_debug_cb_35,0,0,0,12,12,12,17,0,0,0,0,0,0,0,3,0,0,1
print_version,luaK_codeABx,0,1,0,4,3,2,0,0,0,4,4,4,0,0,0,0,0,1
multi_done,_curl_easy_getinfo_err_curl_certinfo_31,0,0,0,12,12,12,18,0,0,2,2,2,0,0,5,0,1,0
my_get_line,_curl_easy_setopt_err_string_112,0,0,0,7,7,7,5,0,0,0,0,0,0,0,2,0,0,1
Curl_conn_data_pending,_curl_easy_setopt_err_long_33,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1
easysrc_perform,SHA256_Init,0,0,0,2,2,2,10,0,0,3,3,3,0,0,10,0,0,1
pushargs,luaT_callorderTM,0,1,0,8,7,6,2,0,0,3,3,3,0,0,1,1,0,1
vstattabNext,walkExpr,0,2,0,2,0,2,10,1,0,1,0,0,0,0,1,1,0,1
vfslog_finalize,apndDelete,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1
sh_addentry,_curl_easy_setopt_err_progress_cb_9,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1
sqlite3ChangeCookie,sqlite3_open_v2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
imap_state_fetch_final_resp,_curl_easy_setopt_err_debug_cb_28,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Curl_init_do,_curl_easy_setopt_err_ioctl_cb_85,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,1
sqlite3VtabRollback,sqlite3AddPrimaryKey,0,4,0,5,1,3,30,4,0,4,0,5,0,0,2,1,0,1
pop3_parse_url_options,libcurl_generate_slist,0,3,0,3,0,3,7,4,0,4,0,8,0,0,1,1,0,1
sqlite3_result_error_code,sqlite3BtreeCloseCursor,0,5,0,7,2,3,8,0,0,0,0,0,0,0,1,1,0,1
getinfo_slist,clock_gettime,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0
lockSharedFile,output_c_string,0,3,0,4,1,2,6,1,0,1,0,2,1,0,1,1,0,1
expertRowid,unixFileSize,0,3,0,3,0,3,3,0,0,0,0,3,0,0,0,1,0,1
autoIncStep,sqlite3_db_filename,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,1
getVarint,decodeFlags,0,1,0,1,0,1,2,3,0,3,0,2,0,0,1,1,0,1
fstreeFilter,zipfileCtxErrorMsg,0,4,0,11,7,3,5,0,0,8,8,8,0,0,1,1,1,0
getinfo_slist,_curl_easy_getinfo_err_curl_slist_6,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0
Curl_inet_pton,_curl_easy_setopt_err_string_115,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0
ftp_state_mdtm,_curl_easy_getinfo_err_curl_certinfo_131,0,0,0,3,3,3,4,0,0,1,1,1,0,0,0,0,0,1
mcursorSave,sqlite3VdbeMemSetRowSet,0,3,0,5,2,1,0,1,0,1,0,0,0,0,0,1,0,1
vdbeSortSubtaskCleanup,sqlite3VdbeFreeCursor,0,5,1,8,5,0,4,0,0,0,0,0,0,0,0,1,0,1
LoadInt,explist,0,3,0,4,1,2,2,0,0,0,0,0,0,0,1,1,0,1
Curl_llist_move,Curl_none_init,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
Curl_infof,_curl_easy_setopt_err_debug_cb_16,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,1
ts_pwrite64,sqlite3DropTriggerPtr,0,7,0,7,0,7,8,5,0,5,0,2,0,0,1,1,0,1
icuFunctionError,vdbePmaReadBlob,0,3,0,6,3,0,12,0,0,1,1,1,1,0,2,1,0,1
fts3ExprLoadDoclists,fts3ExprLoadDoclistsCb,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
luaL_loadstring,luaO_pushfstring,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1
lsm1Column,fts3SegmentMerge,0,21,0,32,11,10,66,0,0,0,0,10,1,0,5,1,1,0
stack_init,.time,0,0,0,2,2,2,0,0,0,0,0,1,1,0,1,0,0,1
imap_perform_fetch,domore_getsock,0,0,0,3,3,3,1,0,0,4,4,4,0,0,0,1,0,1
whereLoopAddBtree,jsonEachFilter,0,12,0,23,11,1,17,2,0,2,0,2,0,0,3,1,0,1
luaV_lessthan,luaopen_os,0,3,0,7,4,1,5,0,0,0,0,2,0,0,0,0,0,1
sqlite3AddNotNull,read,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1
findRightmost,idxPrepareStmt,0,2,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,1
test_bind_parameter_name,sqlite3BtreeCommit,0,4,0,4,0,4,5,0,0,0,0,0,0,0,0,1,0,1
lsmTreeCursorNew,patternCompare,0,3,0,5,2,1,54,0,0,0,0,2,0,0,5,1,0,1
newRowid,.memset,0,0,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1
f_tostring,luaO_pushvfstring,0,12,0,15,3,9,16,4,0,5,1,6,0,0,1,1,1,0
nappend,fts3DoOptimize,0,9,0,12,3,6,10,0,0,0,0,0,0,0,1,1,0,1
customrequest_helper,_curl_easy_setopt_err_curl_httpost_112,0,0,0,3,3,3,3,0,0,8,8,8,0,0,0,0,0,1
Curl_add_custom_headers,_curl_easy_setopt_err_resolver_start_callback_30,0,0,0,6,6,6,29,0,0,7,7,7,0,0,4,0,1,0
Curl_auth_create_cram_md5_message,_curl_easy_setopt_err_opensocket_cb_83,0,0,0,8,8,8,4,0,0,1,1,1,0,0,0,0,0,1
snippetFunc,sqlite3SrcListEnlarge,0,3,0,12,9,6,0,1,0,5,4,4,0,0,2,1,0,1
sqlite3Fts3SegReaderNew,jsonEachCursorReset,0,2,0,5,3,1,3,0,0,0,0,0,0,0,0,0,0,1
tmpRead,walIndexPage,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1
fulltextEof,heightOfSelect,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,1,0,1
test_syscall_list,zipfileRollback,0,1,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1
main,sqlite3GenerateConstraintChecks,0,30,0,58,28,2,90,8,1,43,37,18,1,0,1,1,1,0
Curl_resolv_timeout,.X509_NAME_ENTRY_get_data,0,0,0,2,2,2,2,0,0,1,1,0,1,0,0,0,0,1
curl_mvsnprintf,_curl_easy_getinfo_err_curl_socket_111,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1
searchupvalue,findfile.constprop.2,0,4,0,4,0,4,0,3,0,3,0,2,0,0,1,1,0,1
index2addr,db_setupvalue,0,2,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,1
AddHttpPost,_curl_easy_setopt_err_curl_mimepost_2,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1
curl_getenv,smtp_multi_statemach,0,2,0,3,1,1,4,0,0,0,0,0,0,0,0,1,0,1
fulltextEof,fts3PoslistCopy,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1
sqlite3OsRandomness,walLockShared,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Curl_httpchunk_read,_curl_easy_getinfo_err_curl_off_t_81,0,0,0,8,8,8,33,0,0,0,0,0,0,0,1,0,1,0
lsmSqlite4GetVarint64,simpleCreate,0,3,0,3,0,3,1,0,0,0,0,0,0,0,2,1,0,1
vdbePmaReaderClear,freeIndex,0,3,0,7,4,1,4,0,0,0,0,0,0,0,0,1,0,1
generic_reader,str_upper,0,5,0,14,9,4,1,0,0,2,2,2,0,0,1,1,0,1
incrblobWatch,sqlite3_value_numeric_type,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1
fts5RollbackMethod,pragmaVtabNext,0,3,0,4,1,2,1,0,0,0,0,0,0,0,0,1,0,1
main,sqlite3VdbeAddParseSchemaOp,0,2,0,20,18,16,16,0,0,10,10,10,0,0,2,1,0,1
getinfo_offt,_curl_easy_setopt_err_ssl_ctx_cb_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curl_pgrsLimitWaitTime,smtp_state_servergreet_resp,0,2,0,3,1,1,4,1,0,1,0,1,0,0,0,1,0,1
fsdirDisconnect,posixOpen,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1
match_header,_curl_easy_setopt_err_sockopt_cb_55,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1
walthread4,columnName,0,0,0,7,7,7,6,0,0,3,3,2,0,0,0,1,0,1
lua_getlocal,fwrite,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
output_expected,_curl_easy_setopt_err_postfields_9,0,0,0,2,2,2,3,0,0,2,2,2,0,0,0,0,0,1
tftp_send_first,_curl_easy_getinfo_err_string_36,0,0,0,13,13,13,11,0,0,48,48,32,0,0,0,0,1,0
Curl_isunreserved,_curl_easy_setopt_err_sockopt_cb_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vfslog_flush,rtreeInit,0,22,0,23,1,21,48,23,0,23,0,26,0,0,4,1,0,1
apndFullPathname,sqlite3GetCollSeq,0,8,0,8,0,8,19,1,0,1,0,4,0,0,1,1,0,1
fts5_isopenquote,dbMallocRawFinish,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1
sqlite3Fts5PoslistNext64,jsonArrayFinal,0,4,0,5,1,3,3,2,0,2,0,1,0,0,0,1,0,1
sqlite3RegisterLikeFunctions,setPragmaResultColumnNames,0,2,0,4,2,0,4,0,0,2,2,1,0,0,1,1,0,1
fts5ExprNodeTest_AND,sqlite3VdbeClearObject,0,3,0,7,4,1,4,1,0,1,0,0,0,0,1,1,0,1
sqlite3Fts3Snippet,btreeRestoreCursorPosition,0,3,0,10,7,4,5,0,0,1,1,1,0,0,4,1,0,1
settabss,lua_getstack,0,0,0,2,2,2,5,0,0,0,0,0,0,0,1,1,0,1
Curl_base64_decode,_curl_easy_setopt_err_resolver_start_callback_16,0,0,0,4,4,4,7,0,0,0,0,0,0,0,2,0,0,1
ftp_state_retr,smb_flush,0,2,0,7,5,3,6,0,0,9,9,9,0,0,0,1,0,1
sqlite3_collation_needed16,yy_destructor,0,7,0,9,2,5,4,0,0,0,0,1,0,0,0,1,1,0
lemon_addtext,fts3ExprLocalHitsCb,0,2,0,3,1,1,4,0,0,0,0,0,0,0,2,1,0,1
fts3GetReverseVarint,vdbeMergeEngineLevel0,0,6,0,7,1,5,8,0,0,0,0,0,0,0,0,1,0,1
stdin_seek,_curl_easy_setopt_err_postfields_31,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
sqlite3VdbeList,sqlite3_blob_read,0,1,0,12,11,10,21,0,0,1,1,1,0,0,4,0,0,1
get_uint32,sqlite3InitOne,0,17,0,17,0,17,34,9,0,9,0,9,0,0,1,1,0,1
vfstraceDlError,.crc32,0,0,0,2,2,2,0,0,0,2,2,1,1,0,0,0,0,1
lua_getmetatable,subexpr,0,12,0,13,1,11,50,4,0,4,0,4,0,0,1,1,1,0
warnf,_curl_easy_setopt_err_seek_cb_103,0,0,0,3,3,3,0,0,0,6,6,3,0,0,0,0,0,1
curl_slist_free_all,.curl_msnprintf,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,0,1
luaK_ret,.__sprintf_chk,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
fts5PorterStep1A,pcache1Cachesize,0,1,0,1,0,1,7,1,0,1,0,0,0,0,0,1,0,1
luaL_checkinteger,luaH_get,0,4,0,6,2,2,12,0,0,0,0,1,0,0,1,1,0,1
worker_error,sqlite3MemMalloc,0,2,0,6,4,2,1,1,0,1,0,1,0,0,0,1,0,1
inmemAccess,sqlite3AffinityType,0,2,0,3,1,1,23,8,0,8,0,2,0,0,2,1,0,1
sqlite3_result_text64,exprNodeIsDeterministic,0,0,0,2,2,2,1,1,0,1,0,0,0,0,0,1,0,1
rtsp_do,glob_next_url,0,4,0,19,15,11,38,3,1,43,42,39,0,0,5,1,1,0
apndGetLastError,sqlite3_next_stmt,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,1
Curl_pipeline_wanted,tftp_option_add,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1
tStep,sqlite3ColumnType,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
testEnvRead,sqlite3_rtree_query_callback,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1
curl_mime_name,Curl_getaddressinfo,0,4,0,6,2,2,2,1,0,1,0,1,0,0,1,1,0,1
system_error,instrFunc,0,5,0,7,2,3,15,0,0,0,0,1,0,0,1,1,0,1
multi_do_more,.curl_mime_addpart,0,0,0,2,2,2,3,0,0,0,0,1,1,0,0,0,0,1
juliandayFunc,sqlite3VdbeFreeCursor,0,5,0,8,3,2,6,0,0,0,0,0,0,0,0,1,0,1
free_fixed_hostname,_curl_easy_setopt_err_write_callback_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imap_multi_statemach,_curl_easy_setopt_err_ioctl_cb_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cookie_list,.curl_mime_filedata,0,0,0,4,4,4,5,0,0,0,0,1,1,0,2,0,0,1
rtsp_conncheck,RAND_status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3SrcListIndexedBy,sqlite3SetHasNullFlag,0,2,0,3,1,1,2,1,0,1,0,2,0,0,0,1,0,1
simpleCreate,chmod,0,0,0,5,5,5,3,0,0,0,0,0,0,0,2,0,0,1
exp1,luaK_stringK,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1
sqlite3VdbeChangeP1,unixUnlock,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tdb_lsm_write_hook,uncompress,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sumFinalize,.pthread_mutex_unlock,0,0,0,4,4,4,4,0,0,1,1,0,1,0,0,0,0,1
curl_mime_type,curl_version_info,0,2,0,4,2,0,1,1,0,1,0,7,0,0,1,1,0,1
ResortStates,btreeEnterAll,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,1
vfstraceGetSystemCall,fts3SnippetFindPositions,0,3,0,4,1,2,2,0,0,0,0,0,0,0,0,1,0,1
curl_mime_init,_curl_easy_setopt_err_curl_off_t_22,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,1
dump,_curl_easy_getinfo_err_curl_certinfo_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts5RowidMethod,checkTreePage,0,9,0,11,2,7,42,11,0,11,0,15,0,0,4,1,1,0
createUnionVtab,walIndexReadHdr,0,15,0,16,1,14,51,7,0,9,2,1,1,0,1,1,0,1
freeP4,pagerOpenWal,0,6,0,13,7,1,6,1,0,1,0,0,0,0,0,1,1,0
connect_init,_curl_easy_setopt_err_sockopt_cb_23,0,0,0,2,2,2,2,0,0,1,1,1,0,0,2,0,0,1
fuzzerDisconnect,sqlite3SrcListAppend,0,4,0,5,1,3,5,0,0,0,0,0,1,0,1,1,0,1
_Curl_auth_create_digest_http_message,_curl_easy_setopt_err_long_28,0,0,0,9,9,9,31,0,0,17,17,17,0,0,0,0,0,1
Curl_add_handle_to_pipeline,_curl_easy_getinfo_err_curl_socket_30,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
sqlite3_column_count,unicodeNext,0,4,0,4,0,4,48,1,0,1,0,5,0,0,2,1,0,1
fts5IterSetOutputs_Col,dbpageClose,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1
wrMutexAlloc,jsonEachFilter,0,12,0,13,1,11,20,2,0,2,0,2,1,0,0,1,0,1
tclOpen,selectInnerLoop,0,15,0,17,2,13,65,1,0,1,0,5,0,0,5,1,3,0
freecookie,access,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
btreeCursorSplitkey,sqlite3_expert_analyze,0,22,0,23,1,21,94,30,0,30,0,30,0,0,4,1,0,1
ftp_regular_transfer,curl_mime_name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vfstraceGetLastError,sqlite3VdbeMemFromBtree,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1
test_agg_errmsg16_final,dbReallocFinish,0,5,0,9,4,1,6,0,0,0,0,0,0,0,0,1,0,1
imap_state_append_final_resp,_curl_easy_setopt_err_resolver_start_callback_31,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
sqlite3Fts3SegReaderFree,geteuid,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1
vtablogClose,jsonReturn,0,10,0,12,2,8,35,2,0,3,1,0,1,0,2,1,1,0
replaceFunc,sqlite3SrcListAppend,0,4,0,16,12,8,6,0,0,0,0,0,0,0,1,1,0,1
ftp_state_mdtm_resp,_curl_easy_getinfo_err_curl_socket_129,0,0,0,10,10,10,13,0,0,8,8,8,0,0,0,0,2,0
fts5MultiIterSetEof,idxCreateFromCons,0,12,0,12,0,12,38,5,0,5,0,5,0,0,6,1,0,1
imap_state_append_resp,_curl_easy_getinfo_err_curl_certinfo_88,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1
identity_unencode_write,_curl_easy_setopt_err_curl_mimepost_112,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
pager_incr_changecounter,parentWrite,0,3,0,9,6,3,8,0,0,0,0,0,0,0,0,0,0,1
parseQuery,sqlite3ExprWalkNoop,0,0,0,3,3,3,5,0,0,0,0,0,0,0,2,0,0,1
sqlite3OsInit,sqlite3_column_text16,0,3,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1
lsmStringClear,getenv,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
pop3_parse_url_options,_curl_easy_setopt_err_FILE_71,0,0,0,2,2,2,5,0,0,2,2,2,0,0,3,0,1,0
echoConnect,fts3WriteSegment,0,7,0,8,1,6,2,0,0,0,0,0,0,0,0,1,0,1
btVfsShmUnmap,sqlite3ResetOneSchema,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1
codeTriggerProgram,jsonEachDisconnect,0,1,0,16,15,14,2,0,0,1,1,1,0,0,1,0,1,0
bindlocal,ftp_domore_getsock,0,1,0,15,14,13,16,1,0,12,11,11,0,0,0,1,1,0
findSegment,zipfileCursorErr,0,3,0,5,2,1,0,0,0,0,0,0,0,0,2,1,0,1
Curl_share_lock,_curl_easy_setopt_err_curl_off_t_71,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1
main,memjrnlClose,0,1,0,9,8,7,14,0,0,10,10,10,0,0,2,1,0,1
curl_multi_add_handle,Curl_auth_create_cram_md5_message,0,8,0,14,6,2,8,1,0,1,0,3,0,0,0,1,0,1
addHandleToPipeline,_curl_easy_getinfo_err_curl_socket_15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3ExprListCheckLength,sqlite3PagerLookup,0,1,0,2,1,0,1,0,0,1,1,2,0,0,0,1,0,1
fts3TokenizerFunc,statBestIndex,0,0,0,11,11,11,6,0,0,4,4,2,0,0,1,1,0,1
